rating,review
1,The product i buy for rs 90 but when i received it was charged about 140rs i donno why..After using it i got alot of pimples on my face disappointed with patanjali...
5,Using it second time... good
5,i bought  it for 2nd time very satisfied
5,"Packing was fresh, overall nice. Helps the skin to feel fresh during winters. Also helpful in case of burns.Got it at 15% discount in form of amazon pay."
5,I have tried various other creams/gels on my skin for a year but nothing worked until I used this one. Acne marks started getting lighter almost within a week after using this twice a day as per instructions:)
4,"This product from patanjali can be a nightmare for your skin. Although the fragrance is good and it is a cheap product but thats all. I have normal skin and am not very prone to pimples. But after applying this gel for a couple of days, I started having pimples on my face. First I ignored, thinking it could be a result of the weather. But then the pimples started increasing. I immediately discontinued the product. But still I am unable to get rid of the pimples."
4,"I use this gel as my night cream and I am quite happy with it. It doesnt make me a beauty queen overnight, but moisturizes my skin the non-intrusive way, and thats what I need. The impact is for a short time, as it would naturally be. Its a good replenishment especially in summers.Only thing I think they can improve is change the packaging and use a bit high quality one. The cap is quite sharp to open and close. This can hurt if not operated carefully. Secondly, its a tube. You usually, habitually, keep the tube inverted with cap down to take out the gel. When you open with cap down, the hard cap and not so thick gel work in conjunction and it opens with a jerk, throwing some of gel around, wasting as well as messing things around at times. I now, open the cap with cap on top and then invert the tube to take it out. I learnt after some messes. This is too much to be careful about and Patanjali sure needs to work on the packaging front of this gel."
5,"Very very very good for skin and hair ..i really appreciate it..if you have suffer minor skin infections , pimple ,acne and hair fall problem then go for it"
5,Good gelIt really prevents pimplesGood for all types of skinCan use as night cream as well as primer
4,This is the best one for my skin type. In summers I have a acne prone combination skin and in winters I have a sensitive dry skin  it is a miracle for my skin. And it is affordable too  peeps of my skin type just give it a shot. Just wash your face with low ph cleanser at night and apply it. leave it on till the next day mrng. Your skin will be so supple and soft. My acne got reduced eventually in 1month 
1,The product i buy for rs 90 but when i received it was charged about 140rs i donno why..After using it i got alot of pimples on my face disappointed with patanjali...
5,Using it second time... good
5,i bought  it for 2nd time very satisfied
5,"Packing was fresh, overall nice. Helps the skin to feel fresh during winters. Also helpful in case of burns.Got it at 15% discount in form of amazon pay."
5,I have tried various other creams/gels on my skin for a year but nothing worked until I used this one. Acne marks started getting lighter almost within a week after using this twice a day as per instructions:)
4,"This product from patanjali can be a nightmare for your skin. Although the fragrance is good and it is a cheap product but thats all. I have normal skin and am not very prone to pimples. But after applying this gel for a couple of days, I started having pimples on my face. First I ignored, thinking it could be a result of the weather. But then the pimples started increasing. I immediately discontinued the product. But still I am unable to get rid of the pimples."
4,"I use this gel as my night cream and I am quite happy with it. It doesnt make me a beauty queen overnight, but moisturizes my skin the non-intrusive way, and thats what I need. The impact is for a short time, as it would naturally be. Its a good replenishment especially in summers.Only thing I think they can improve is change the packaging and use a bit high quality one. The cap is quite sharp to open and close. This can hurt if not operated carefully. Secondly, its a tube. You usually, habitually, keep the tube inverted with cap down to take out the gel. When you open with cap down, the hard cap and not so thick gel work in conjunction and it opens with a jerk, throwing some of gel around, wasting as well as messing things around at times. I now, open the cap with cap on top and then invert the tube to take it out. I learnt after some messes. This is too much to be careful about and Patanjali sure needs to work on the packaging front of this gel."
5,"Very very very good for skin and hair ..i really appreciate it..if you have suffer minor skin infections , pimple ,acne and hair fall problem then go for it"
5,Good gelIt really prevents pimplesGood for all types of skinCan use as night cream as well as primer
4,This is the best one for my skin type. In summers I have a acne prone combination skin and in winters I have a sensitive dry skin  it is a miracle for my skin. And it is affordable too  peeps of my skin type just give it a shot. Just wash your face with low ph cleanser at night and apply it. leave it on till the next day mrng. Your skin will be so supple and soft. My acne got reduced eventually in 1month 
1,The product i buy for rs 90 but when i received it was charged about 140rs i donno why..After using it i got alot of pimples on my face disappointed with patanjali...
5,Using it second time... good
5,i bought  it for 2nd time very satisfied
5,"Packing was fresh, overall nice. Helps the skin to feel fresh during winters. Also helpful in case of burns.Got it at 15% discount in form of amazon pay."
5,I have tried various other creams/gels on my skin for a year but nothing worked until I used this one. Acne marks started getting lighter almost within a week after using this twice a day as per instructions:)
1,Was delivered the incorrect product variant.I purchased the Pine fragrance—I received the lime variant instead.Its not a small difference. It matters to me. I hate the smell.
5,Best. Smells awesome. And Its Dettol. So I can trust it blindly.
4,"I mainly use this for spraying on bugs n spiders at house, mixed with water and vinegar. Sometimes for bath and washing baby clothes. Safe on hands and overall a useful product."
4,"Good fresh smell, but be sure to dilute this before using.Useful on disinfecting things like Clothes, bathing, door handles or even on your smartphones screen if its really dirty just clean it with damp cloth apply little of this. Always dilute before use. For stronger applications use the brown one."
5,"Dettol is always the best...this new disinfectant cleanser is good for cleaning household things... I divide the bottle in three parts  add water in it to make 3 liters . With spray holder bottle I spray on the things which comes thru delivery, household goods of course doors  handles...like it ...moreover it’s a pack of two. Value for money.."
5,A refreshing change from the original dettol which has a very antiseptic smell. This has a nice fragrance and Im sure has the same Dettol protection that weve trusted over the years. Wish it were a little more economical though
5,"Its not an antiseptic like regular dettol, its disinfectant used for mobbing floors. So it should not be used for shaving purposes"
5,"Supply water in Delhi has foul smell, this liquid certainly makes that smell gone! Plus killing the germs!I use it daily for bathing and washing clothes too!Online deal is good as I bought this at discounted price!Both variants smell fine! Blue and green"
1,Damaged product found seal broken and difference in quantity in each bottle
4,Good for floors but wont recommended for daily bath or baby bath and in washing because of fragrance. The original Dettol liquid is recommended for bath and washing.
1,Was delivered the incorrect product variant.I purchased the Pine fragrance—I received the lime variant instead.Its not a small difference. It matters to me. I hate the smell.
5,Best. Smells awesome. And Its Dettol. So I can trust it blindly.
4,"I mainly use this for spraying on bugs n spiders at house, mixed with water and vinegar. Sometimes for bath and washing baby clothes. Safe on hands and overall a useful product."
4,"Good fresh smell, but be sure to dilute this before using.Useful on disinfecting things like Clothes, bathing, door handles or even on your smartphones screen if its really dirty just clean it with damp cloth apply little of this. Always dilute before use. For stronger applications use the brown one."
5,"Dettol is always the best...this new disinfectant cleanser is good for cleaning household things... I divide the bottle in three parts  add water in it to make 3 liters . With spray holder bottle I spray on the things which comes thru delivery, household goods of course doors  handles...like it ...moreover it’s a pack of two. Value for money.."
5,A refreshing change from the original dettol which has a very antiseptic smell. This has a nice fragrance and Im sure has the same Dettol protection that weve trusted over the years. Wish it were a little more economical though
5,"Its not an antiseptic like regular dettol, its disinfectant used for mobbing floors. So it should not be used for shaving purposes"
5,"Supply water in Delhi has foul smell, this liquid certainly makes that smell gone! Plus killing the germs!I use it daily for bathing and washing clothes too!Online deal is good as I bought this at discounted price!Both variants smell fine! Blue and green"
1,Damaged product found seal broken and difference in quantity in each bottle
4,Good for floors but wont recommended for daily bath or baby bath and in washing because of fragrance. The original Dettol liquid is recommended for bath and washing.
5,"As Civilisation came to a stick end, the remaining Survivors fought over the last piece of the famed Antiseptic, claimed to be effective against all manners of Germs that covered the world. Finally, only a handful remained to satiate the desire of those who would be quick enough to steal these. Was it then worth it, for one man, to serve his own self, to grab the last Dettol? Over those that truely needed it, like healers of the sick people, or seek the ire of hoarders, who wanted the Last Dettol at any cost? The answer is yes, for not only this Dettol is effective as an Antiseptic, but also smells nice."
5,Original product
5,"We all know the Dettol brand.  I grew up with this brand back home in Sydney.  I am not fond of the alleged disinfectants at the local markets.  Good to see Dettol expanded.  I use this in my floor wash, you only need a very tiny amount as it soaps up,  I do mix it with a little lizzol to other floor cleaner.  Great for the bathroom and kitchen do.  Happy customer!!"
5,"Dettol is no doubt a good brand for disinfectant liquids. As compare to dettol original, this Lime fragrance gives a fresh feel after using. Can use for floors, kitchen tiles, bathroom, laundry  shaving purpose. I use this disinfectant liquid with water in this COVID-19 pandemic to wash products and spray on doors, door bell, all surfaces etc. We can use this for bathing purpose also. It is multi-purpose cleaner is safe on skin and on all surfaces. Nice way to disinfect your home."
5,Protect your loved ones from virus like COVID 19 dettol disinfectant liquid is one of the best solution. Although its scentless but you can use it as a laundry sanitizer or to disinfect anything which comes under human contact.
5,"I have never purchased this variety before. I have always used dettol antiseptic liquid. But during lock-down it was vanished from local medicine stores. So I moved online, it was even difficult to get one there also. However, after lots of attempt I got 1. After using this for shaving purpose I think it is equally good as antiseptic variety. It leaves a freshness felling after washing face with this. This leaves a refreshing fragrance if mixed with bathing water. I am very much pleased after using this variety and will buy this again in future."
5,"Great product from Dettol. As advertised, it can be used in bathing, shaving, laundry disinfection, floor cleaning, kitchen  bathroom cleaning, refrigerator and cleaning other substances."
1,To be honestly i have been using regular brown colour antiseptic liquid and i loved it so i thought to buy lemon scent liquid in hope that it will be much good than last one. But when i saw its much sticky liquid and when we add it in water it goes like invisible.. Very dissapointed -_- last one brown was more better but this one thumbs down.. Dont buy dont go on reviews.. I was purchased on reviews too.. U will regret once u use.. scent 2/10Thickness 2/10..really dont buy dont waste ur money on lemon.. Buy brown liquid
4,"There are plenty of other brands which are similar to Dettol but the question is whether you can trust it or not.  In my home the product is used as mixture with water for rinsing clothes, mopping floor and as spray-liquid to disinfect. It is a also a part of the first-aid box. The fresh lime fragrance smells great."
4,"Dettol is no doubt an authentic product. This Dettol Liquid is the totally different from the original antiseptic liquid. Its smell not Very strong like Antiseptic Liquid,its lime fresh aroma make thik product attractive. In this pandamic Situation this Product is Value of money Product. I got this Product at Rs. 315/-  where the printing price is Rs. 347/-The delivery was little bit slow, I have no issues in it, Finally I would like to say thank you Amazon and its whole entire team. You are doing a great job for us in this situation, hats of to You."
5,"As Civilisation came to a stick end, the remaining Survivors fought over the last piece of the famed Antiseptic, claimed to be effective against all manners of Germs that covered the world. Finally, only a handful remained to satiate the desire of those who would be quick enough to steal these. Was it then worth it, for one man, to serve his own self, to grab the last Dettol? Over those that truely needed it, like healers of the sick people, or seek the ire of hoarders, who wanted the Last Dettol at any cost? The answer is yes, for not only this Dettol is effective as an Antiseptic, but also smells nice."
5,Original product
5,"We all know the Dettol brand.  I grew up with this brand back home in Sydney.  I am not fond of the alleged disinfectants at the local markets.  Good to see Dettol expanded.  I use this in my floor wash, you only need a very tiny amount as it soaps up,  I do mix it with a little lizzol to other floor cleaner.  Great for the bathroom and kitchen do.  Happy customer!!"
5,"Dettol is no doubt a good brand for disinfectant liquids. As compare to dettol original, this Lime fragrance gives a fresh feel after using. Can use for floors, kitchen tiles, bathroom, laundry  shaving purpose. I use this disinfectant liquid with water in this COVID-19 pandemic to wash products and spray on doors, door bell, all surfaces etc. We can use this for bathing purpose also. It is multi-purpose cleaner is safe on skin and on all surfaces. Nice way to disinfect your home."
5,Protect your loved ones from virus like COVID 19 dettol disinfectant liquid is one of the best solution. Although its scentless but you can use it as a laundry sanitizer or to disinfect anything which comes under human contact.
5,"I have never purchased this variety before. I have always used dettol antiseptic liquid. But during lock-down it was vanished from local medicine stores. So I moved online, it was even difficult to get one there also. However, after lots of attempt I got 1. After using this for shaving purpose I think it is equally good as antiseptic variety. It leaves a freshness felling after washing face with this. This leaves a refreshing fragrance if mixed with bathing water. I am very much pleased after using this variety and will buy this again in future."
5,"Great product from Dettol. As advertised, it can be used in bathing, shaving, laundry disinfection, floor cleaning, kitchen  bathroom cleaning, refrigerator and cleaning other substances."
1,To be honestly i have been using regular brown colour antiseptic liquid and i loved it so i thought to buy lemon scent liquid in hope that it will be much good than last one. But when i saw its much sticky liquid and when we add it in water it goes like invisible.. Very dissapointed -_- last one brown was more better but this one thumbs down.. Dont buy dont go on reviews.. I was purchased on reviews too.. U will regret once u use.. scent 2/10Thickness 2/10..really dont buy dont waste ur money on lemon.. Buy brown liquid
4,"There are plenty of other brands which are similar to Dettol but the question is whether you can trust it or not.  In my home the product is used as mixture with water for rinsing clothes, mopping floor and as spray-liquid to disinfect. It is a also a part of the first-aid box. The fresh lime fragrance smells great."
4,"Dettol is no doubt an authentic product. This Dettol Liquid is the totally different from the original antiseptic liquid. Its smell not Very strong like Antiseptic Liquid,its lime fresh aroma make thik product attractive. In this pandamic Situation this Product is Value of money Product. I got this Product at Rs. 315/-  where the printing price is Rs. 347/-The delivery was little bit slow, I have no issues in it, Finally I would like to say thank you Amazon and its whole entire team. You are doing a great job for us in this situation, hats of to You."
5,"As Civilisation came to a stick end, the remaining Survivors fought over the last piece of the famed Antiseptic, claimed to be effective against all manners of Germs that covered the world. Finally, only a handful remained to satiate the desire of those who would be quick enough to steal these. Was it then worth it, for one man, to serve his own self, to grab the last Dettol? Over those that truely needed it, like healers of the sick people, or seek the ire of hoarders, who wanted the Last Dettol at any cost? The answer is yes, for not only this Dettol is effective as an Antiseptic, but also smells nice."
5,Original product
5,"We all know the Dettol brand.  I grew up with this brand back home in Sydney.  I am not fond of the alleged disinfectants at the local markets.  Good to see Dettol expanded.  I use this in my floor wash, you only need a very tiny amount as it soaps up,  I do mix it with a little lizzol to other floor cleaner.  Great for the bathroom and kitchen do.  Happy customer!!"
5,"Dettol is no doubt a good brand for disinfectant liquids. As compare to dettol original, this Lime fragrance gives a fresh feel after using. Can use for floors, kitchen tiles, bathroom, laundry  shaving purpose. I use this disinfectant liquid with water in this COVID-19 pandemic to wash products and spray on doors, door bell, all surfaces etc. We can use this for bathing purpose also. It is multi-purpose cleaner is safe on skin and on all surfaces. Nice way to disinfect your home."
5,Protect your loved ones from virus like COVID 19 dettol disinfectant liquid is one of the best solution. Although its scentless but you can use it as a laundry sanitizer or to disinfect anything which comes under human contact.
5,"I have never purchased this variety before. I have always used dettol antiseptic liquid. But during lock-down it was vanished from local medicine stores. So I moved online, it was even difficult to get one there also. However, after lots of attempt I got 1. After using this for shaving purpose I think it is equally good as antiseptic variety. It leaves a freshness felling after washing face with this. This leaves a refreshing fragrance if mixed with bathing water. I am very much pleased after using this variety and will buy this again in future."
5,"Great product from Dettol. As advertised, it can be used in bathing, shaving, laundry disinfection, floor cleaning, kitchen  bathroom cleaning, refrigerator and cleaning other substances."
1,To be honestly i have been using regular brown colour antiseptic liquid and i loved it so i thought to buy lemon scent liquid in hope that it will be much good than last one. But when i saw its much sticky liquid and when we add it in water it goes like invisible.. Very dissapointed -_- last one brown was more better but this one thumbs down.. Dont buy dont go on reviews.. I was purchased on reviews too.. U will regret once u use.. scent 2/10Thickness 2/10..really dont buy dont waste ur money on lemon.. Buy brown liquid
4,"There are plenty of other brands which are similar to Dettol but the question is whether you can trust it or not.  In my home the product is used as mixture with water for rinsing clothes, mopping floor and as spray-liquid to disinfect. It is a also a part of the first-aid box. The fresh lime fragrance smells great."
4,"Dettol is no doubt an authentic product. This Dettol Liquid is the totally different from the original antiseptic liquid. Its smell not Very strong like Antiseptic Liquid,its lime fresh aroma make thik product attractive. In this pandamic Situation this Product is Value of money Product. I got this Product at Rs. 315/-  where the printing price is Rs. 347/-The delivery was little bit slow, I have no issues in it, Finally I would like to say thank you Amazon and its whole entire team. You are doing a great job for us in this situation, hats of to You."
5,"As Civilisation came to a stick end, the remaining Survivors fought over the last piece of the famed Antiseptic, claimed to be effective against all manners of Germs that covered the world. Finally, only a handful remained to satiate the desire of those who would be quick enough to steal these. Was it then worth it, for one man, to serve his own self, to grab the last Dettol? Over those that truely needed it, like healers of the sick people, or seek the ire of hoarders, who wanted the Last Dettol at any cost? The answer is yes, for not only this Dettol is effective as an Antiseptic, but also smells nice."
5,Original product
5,"We all know the Dettol brand.  I grew up with this brand back home in Sydney.  I am not fond of the alleged disinfectants at the local markets.  Good to see Dettol expanded.  I use this in my floor wash, you only need a very tiny amount as it soaps up,  I do mix it with a little lizzol to other floor cleaner.  Great for the bathroom and kitchen do.  Happy customer!!"
5,"Dettol is no doubt a good brand for disinfectant liquids. As compare to dettol original, this Lime fragrance gives a fresh feel after using. Can use for floors, kitchen tiles, bathroom, laundry  shaving purpose. I use this disinfectant liquid with water in this COVID-19 pandemic to wash products and spray on doors, door bell, all surfaces etc. We can use this for bathing purpose also. It is multi-purpose cleaner is safe on skin and on all surfaces. Nice way to disinfect your home."
5,Protect your loved ones from virus like COVID 19 dettol disinfectant liquid is one of the best solution. Although its scentless but you can use it as a laundry sanitizer or to disinfect anything which comes under human contact.
5,"I have never purchased this variety before. I have always used dettol antiseptic liquid. But during lock-down it was vanished from local medicine stores. So I moved online, it was even difficult to get one there also. However, after lots of attempt I got 1. After using this for shaving purpose I think it is equally good as antiseptic variety. It leaves a freshness felling after washing face with this. This leaves a refreshing fragrance if mixed with bathing water. I am very much pleased after using this variety and will buy this again in future."
5,"Great product from Dettol. As advertised, it can be used in bathing, shaving, laundry disinfection, floor cleaning, kitchen  bathroom cleaning, refrigerator and cleaning other substances."
1,To be honestly i have been using regular brown colour antiseptic liquid and i loved it so i thought to buy lemon scent liquid in hope that it will be much good than last one. But when i saw its much sticky liquid and when we add it in water it goes like invisible.. Very dissapointed -_- last one brown was more better but this one thumbs down.. Dont buy dont go on reviews.. I was purchased on reviews too.. U will regret once u use.. scent 2/10Thickness 2/10..really dont buy dont waste ur money on lemon.. Buy brown liquid
4,"There are plenty of other brands which are similar to Dettol but the question is whether you can trust it or not.  In my home the product is used as mixture with water for rinsing clothes, mopping floor and as spray-liquid to disinfect. It is a also a part of the first-aid box. The fresh lime fragrance smells great."
4,"Dettol is no doubt an authentic product. This Dettol Liquid is the totally different from the original antiseptic liquid. Its smell not Very strong like Antiseptic Liquid,its lime fresh aroma make thik product attractive. In this pandamic Situation this Product is Value of money Product. I got this Product at Rs. 315/-  where the printing price is Rs. 347/-The delivery was little bit slow, I have no issues in it, Finally I would like to say thank you Amazon and its whole entire team. You are doing a great job for us in this situation, hats of to You."
1,"First i thought its a Great value in such low price,but after using it i realised it a fake one guys. The product is diluted. Better to give some more money and buy the real product rather than saving money and getting a fake one!"
5,"Original Product with good packaging, longer expiry date and less price than usual MRP. A must buy product for every household. Got it at 151/- Rs."
5,"Dettols quality is the best. However, in value, it is available on Amazon only on MRP. But in general the 1.5 liter refill pack is not available in the market. So if you are a Amazon Prime member then you can buy it"
1,"Got empty sooner than expected lol. But good.stuffEdit: this time there was a problem. After half the pack was empty, the liquid is totally rubbish. It doesnt lather at all !The liquid at the bottom smelled like phenylRealised this is fake  tampered package.When will India ever be free of this malpractice and adultery !Very disappointed. Wont buy again"
1,"Its dilutated. I ignored the comments that said the product is fake, but after I received the product I noticed colour of the soap is lighter than the soap that I bought from the local store and the soap is watery ke less viscous. Being a student I thought this will be value for money kinda deak but this is a fake product and the seller is looting customers"
5,Great deal and good packaging.  Packaging so impressive.  Words are too short for defining.  Thanks Amazon
1,"The seal of the cap was opened when received.Also, the quantity seem to be less than actually written on the product as seal was opened."
1,Seal was brokenAnd totally damaged packet..
1,You might think you would buy a refill instead of a new bottle to save money or even reduce plastic use.However do not buy this refill. It is not the original dettol handwash.As soon as i refilled bottle and started using i noticed first color is lighter. Noticeably lighter. Then i noticed that the scent is very faint compared to original one from bottle.I ignored it because in times like these you cant be picky.Then two days later i noticed my skin peeling off like it never has before. I have used handwash for a long time it has never happened to me.I wouldnt even risk givin this pack away to someone for free because it is awful. So it will end up in dustbin.
3,"The product packaging was good. Inside the package, you get one 1500ml dettol liquid handwash.Now, there is one thing Im extremely upset about which is that the liquid seems diluted. Its like someone mixed water in it. It doesnt feel like dettol at all. Im not saying that it is fake or not but thats what I got. About the scent, its not very strong. Its value for money only if you get it at good discount. I got it for 188rs.Anyways, if you find this review ""Helpful"" please do let me know. Thank you."
1,"First i thought its a Great value in such low price,but after using it i realised it a fake one guys. The product is diluted. Better to give some more money and buy the real product rather than saving money and getting a fake one!"
5,"Original Product with good packaging, longer expiry date and less price than usual MRP. A must buy product for every household. Got it at 151/- Rs."
5,"Dettols quality is the best. However, in value, it is available on Amazon only on MRP. But in general the 1.5 liter refill pack is not available in the market. So if you are a Amazon Prime member then you can buy it"
1,"Got empty sooner than expected lol. But good.stuffEdit: this time there was a problem. After half the pack was empty, the liquid is totally rubbish. It doesnt lather at all !The liquid at the bottom smelled like phenylRealised this is fake  tampered package.When will India ever be free of this malpractice and adultery !Very disappointed. Wont buy again"
1,"Its dilutated. I ignored the comments that said the product is fake, but after I received the product I noticed colour of the soap is lighter than the soap that I bought from the local store and the soap is watery ke less viscous. Being a student I thought this will be value for money kinda deak but this is a fake product and the seller is looting customers"
5,Great deal and good packaging.  Packaging so impressive.  Words are too short for defining.  Thanks Amazon
1,"The seal of the cap was opened when received.Also, the quantity seem to be less than actually written on the product as seal was opened."
1,Seal was brokenAnd totally damaged packet..
1,You might think you would buy a refill instead of a new bottle to save money or even reduce plastic use.However do not buy this refill. It is not the original dettol handwash.As soon as i refilled bottle and started using i noticed first color is lighter. Noticeably lighter. Then i noticed that the scent is very faint compared to original one from bottle.I ignored it because in times like these you cant be picky.Then two days later i noticed my skin peeling off like it never has before. I have used handwash for a long time it has never happened to me.I wouldnt even risk givin this pack away to someone for free because it is awful. So it will end up in dustbin.
3,"The product packaging was good. Inside the package, you get one 1500ml dettol liquid handwash.Now, there is one thing Im extremely upset about which is that the liquid seems diluted. Its like someone mixed water in it. It doesnt feel like dettol at all. Im not saying that it is fake or not but thats what I got. About the scent, its not very strong. Its value for money only if you get it at good discount. I got it for 188rs.Anyways, if you find this review ""Helpful"" please do let me know. Thank you."
1,"First i thought its a Great value in such low price,but after using it i realised it a fake one guys. The product is diluted. Better to give some more money and buy the real product rather than saving money and getting a fake one!"
5,"Original Product with good packaging, longer expiry date and less price than usual MRP. A must buy product for every household. Got it at 151/- Rs."
5,"Dettols quality is the best. However, in value, it is available on Amazon only on MRP. But in general the 1.5 liter refill pack is not available in the market. So if you are a Amazon Prime member then you can buy it"
1,"Got empty sooner than expected lol. But good.stuffEdit: this time there was a problem. After half the pack was empty, the liquid is totally rubbish. It doesnt lather at all !The liquid at the bottom smelled like phenylRealised this is fake  tampered package.When will India ever be free of this malpractice and adultery !Very disappointed. Wont buy again"
1,"Its dilutated. I ignored the comments that said the product is fake, but after I received the product I noticed colour of the soap is lighter than the soap that I bought from the local store and the soap is watery ke less viscous. Being a student I thought this will be value for money kinda deak but this is a fake product and the seller is looting customers"
5,Great deal and good packaging.  Packaging so impressive.  Words are too short for defining.  Thanks Amazon
1,"The seal of the cap was opened when received.Also, the quantity seem to be less than actually written on the product as seal was opened."
1,Seal was brokenAnd totally damaged packet..
1,You might think you would buy a refill instead of a new bottle to save money or even reduce plastic use.However do not buy this refill. It is not the original dettol handwash.As soon as i refilled bottle and started using i noticed first color is lighter. Noticeably lighter. Then i noticed that the scent is very faint compared to original one from bottle.I ignored it because in times like these you cant be picky.Then two days later i noticed my skin peeling off like it never has before. I have used handwash for a long time it has never happened to me.I wouldnt even risk givin this pack away to someone for free because it is awful. So it will end up in dustbin.
3,"The product packaging was good. Inside the package, you get one 1500ml dettol liquid handwash.Now, there is one thing Im extremely upset about which is that the liquid seems diluted. Its like someone mixed water in it. It doesnt feel like dettol at all. Im not saying that it is fake or not but thats what I got. About the scent, its not very strong. Its value for money only if you get it at good discount. I got it for 188rs.Anyways, if you find this review ""Helpful"" please do let me know. Thank you."
1,"First i thought its a Great value in such low price,but after using it i realised it a fake one guys. The product is diluted. Better to give some more money and buy the real product rather than saving money and getting a fake one!"
5,"Original Product with good packaging, longer expiry date and less price than usual MRP. A must buy product for every household. Got it at 151/- Rs."
5,"Dettols quality is the best. However, in value, it is available on Amazon only on MRP. But in general the 1.5 liter refill pack is not available in the market. So if you are a Amazon Prime member then you can buy it"
1,"Got empty sooner than expected lol. But good.stuffEdit: this time there was a problem. After half the pack was empty, the liquid is totally rubbish. It doesnt lather at all !The liquid at the bottom smelled like phenylRealised this is fake  tampered package.When will India ever be free of this malpractice and adultery !Very disappointed. Wont buy again"
1,"Its dilutated. I ignored the comments that said the product is fake, but after I received the product I noticed colour of the soap is lighter than the soap that I bought from the local store and the soap is watery ke less viscous. Being a student I thought this will be value for money kinda deak but this is a fake product and the seller is looting customers"
5,Great deal and good packaging.  Packaging so impressive.  Words are too short for defining.  Thanks Amazon
1,"The seal of the cap was opened when received.Also, the quantity seem to be less than actually written on the product as seal was opened."
1,Seal was brokenAnd totally damaged packet..
1,You might think you would buy a refill instead of a new bottle to save money or even reduce plastic use.However do not buy this refill. It is not the original dettol handwash.As soon as i refilled bottle and started using i noticed first color is lighter. Noticeably lighter. Then i noticed that the scent is very faint compared to original one from bottle.I ignored it because in times like these you cant be picky.Then two days later i noticed my skin peeling off like it never has before. I have used handwash for a long time it has never happened to me.I wouldnt even risk givin this pack away to someone for free because it is awful. So it will end up in dustbin.
3,"The product packaging was good. Inside the package, you get one 1500ml dettol liquid handwash.Now, there is one thing Im extremely upset about which is that the liquid seems diluted. Its like someone mixed water in it. It doesnt feel like dettol at all. Im not saying that it is fake or not but thats what I got. About the scent, its not very strong. Its value for money only if you get it at good discount. I got it for 188rs.Anyways, if you find this review ""Helpful"" please do let me know. Thank you."
4,More of an air freshener and smells good
4,"I have two small kids at home and they are continuously falling ill these days. So, I bought Dettol disinfected spray last week and very much satisfied with it. It has a very nice and mild scented fragrance. I tried it inside my car, washroom and kids room as well. It leaves the place very fresh and nice.Although, there is no way to check whether it kills the germs or not but still I think it worth to try once. All the freshners, which I had tried before, came with very hard scented and irritating smell. But this is very mild and soothing.One should give it a try for sure as it is pocket friendly too."
5,Was looking for a good disinfectant spray as I have toddlers and keeping them safe from flu and virus is really tough. So while browsing Dettol caught my eye and without a second thought got it. It has mild scent and really easy to use. It evaporates in 15-20 seconds and so saves time. I Use it when I go out especially in public toilets. So convenient and travel friendly. Will definitely recommend.
1,Alcohol content is only 57% whereas I was given to understand its 72% . The Amazon listing does not mention alcohol content which is very important as anything less than 60% is ineffective to kill viruses like Covid -19 . Ideally should be 70% alcohol for it to be totally effective
3,I have orderd two spray bottle and recieved only one cap. One spray os with cap and one without. Smell is also not so good.
2,Received unsealed cans. Cap fell off easily  nozzle was unsealed. Raises doubt how a brand like dettol can sell unsealed items. Not sure if original.The sprayer design is also different from my earlier purchases. Earlier the item had a nice hooded spray mechanism without cap. This one is a regular type like with cap (similar to perfumes  savlon spray)
1,I ordered this product because of Covid19. But used it after 2 weeks and found that this will kill you as well. After you spray it will get into your respiratory system and you wont be able to breath. The smell is very harsh. It suffocates you. I followed there guidelines and wore mask while spraying on items. But the spray will remain in air for a while and you will inhale it. It took 1 hour for me to come to my normal breathing. This was my personal experience. I wont suggest this product to any one. Please do not buy this product
5,"Be 100% sure, when you use a dettol products. Far better from others spray present in the market now.New improved container spray with a pleasent fragrance. Carry it inside your bag and stay safe."
5,"I used this product first time and Im very much satisfied with this multi-purpose disinfectant spray that kills bacteria and viruses by eliminating odour causing bacteria . We can use this product in bedroom , toilet , kitchen , mattress etc . I recommend this product because it is very hygienic  and it also gives pleasant fragrance after every use."
4,"Dettol Surface Disinfectant Spray is good  for killing germs. But few points are worth noting.1. New spray bottle comes with a cap, whereas old bottle comes without cap, which is discontinued by dettol.2. Most of the material inside is gas, very less quantity of alcohol.3. New spray pump has very less spray power(too weak) when compared to old one.4. Dettol is widely used by people inspite of the fact that it comes with 60% alcohol, whereas other brands like savlon comes with 62% alcohol.5. Fragrance is strong.6. Cap is not properly fitted and comes off very easily."
4,More of an air freshener and smells good
4,"I have two small kids at home and they are continuously falling ill these days. So, I bought Dettol disinfected spray last week and very much satisfied with it. It has a very nice and mild scented fragrance. I tried it inside my car, washroom and kids room as well. It leaves the place very fresh and nice.Although, there is no way to check whether it kills the germs or not but still I think it worth to try once. All the freshners, which I had tried before, came with very hard scented and irritating smell. But this is very mild and soothing.One should give it a try for sure as it is pocket friendly too."
5,Was looking for a good disinfectant spray as I have toddlers and keeping them safe from flu and virus is really tough. So while browsing Dettol caught my eye and without a second thought got it. It has mild scent and really easy to use. It evaporates in 15-20 seconds and so saves time. I Use it when I go out especially in public toilets. So convenient and travel friendly. Will definitely recommend.
1,Alcohol content is only 57% whereas I was given to understand its 72% . The Amazon listing does not mention alcohol content which is very important as anything less than 60% is ineffective to kill viruses like Covid -19 . Ideally should be 70% alcohol for it to be totally effective
